id,targetDistance,breathingRate,heartRate,physiologicalState,timestamp,target
00513B9D7E80,2.6,32.0,89.0,2,2024-08-28 09:17:49.284480,1
00513B9D7E80,1.5,32.0,89.0,2,2024-08-28 09:17:50.285404,1
00513B9D7E80,2.4,32.0,89.0,2,2024-08-28 09:17:51.282056,1
00513B9D7E80,2.5,32.0,89.0,2,2024-08-28 09:17:52.278153,1
00513B9D7E80,0.9,32.0,89.0,2,2024-08-28 09:17:53.278736,1
00513B9D7E80,2.5,32.0,89.0,2,2024-08-28 09:17:54.274517,1
00513B9D7E80,2.5,36.0,89.0,2,2024-08-28 09:17:55.299591,1
00513B9D7E80,2.4,36.0,94.0,2,2024-08-28 09:17:56.271915,1
00513B9D7E80,0.9,36.0,94.0,2,2024-08-28 09:17:57.267604,1
00513B9D7E80,1.6,36.0,94.0,2,2024-08-28 09:17:58.264935,1
00513B9D7E80,1.5,36.0,94.0,2,2024-08-28 09:17:59.275190,1
00513B9D7E80,1.3,36.0,94.0,3,2024-08-28 09:18:00.259527,1
00513B9D7E80,1.4,31.0,89.0,2,2024-08-28 09:18:01.261104,1
00513B9D7E80,1.6,26.0,84.0,3,2024-08-28 09:18:02.257212,1
00513B9D7E80,1.7,31.0,89.0,2,2024-08-28 09:18:03.253250,1
00513B9D7E80,1.8,32.0,94.0,3,2024-08-28 09:18:04.254340,1
00513B9D7E80,0.9,27.0,89.0,2,2024-08-28 09:18:05.249992,1
00513B9D7E80,1.5,23.0,84.0,3,2024-08-28 09:18:06.248309,1
00513B9D7E80,2.5,18.0,79.0,2,2024-08-28 09:18:07.247504,1
00513B9D7E80,2.4,15.0,74.0,2,2024-08-28 09:18:08.302951,1
00513B9D7E80,2.4,20.0,79.0,2,2024-08-28 09:18:09.239547,1
00513B9D7E80,2.4,25.0,84.0,2,2024-08-28 09:18:10.242347,1
