id,targetDistance,breathingRate,heartRate,physiologicalState,timestamp,target
00513B9D7E80,0.9,21.0,57.0,2,2024-08-19 17:09:56.997419,1
00513B9D7E80,2.2,21.0,57.0,2,2024-08-19 17:09:57.993590,1
00513B9D7E80,1.7,21.0,57.0,2,2024-08-19 17:09:58.990479,1
00513B9D7E80,0.9,21.0,57.0,2,2024-08-19 17:09:59.990753,1
00513B9D7E80,2.2,21.0,57.0,2,2024-08-19 17:10:00.987898,1
00513B9D7E80,2.2,21.0,57.0,2,2024-08-19 17:10:01.982942,1
00513B9D7E80,2.2,21.0,59.0,2,2024-08-19 17:10:02.983984,1
00513B9D7E80,1.8,19.0,59.0,2,2024-08-19 17:10:03.979825,1
00513B9D7E80,0.9,19.0,59.0,2,2024-08-19 17:10:04.975557,1
00513B9D7E80,0.9,19.0,59.0,2,2024-08-19 17:10:05.976831,1
00513B9D7E80,1.7,21.0,59.0,2,2024-08-19 17:10:06.973026,1
00513B9D7E80,1.7,19.0,59.0,2,2024-08-19 17:10:08.051064,1
00513B9D7E80,1.7,19.0,59.0,2,2024-08-19 17:10:08.974934,1
00513B9D7E80,2.0,19.0,59.0,2,2024-08-19 17:10:09.965120,1
00513B9D7E80,2.2,19.0,59.0,2,2024-08-19 17:10:10.969189,1
00513B9D7E80,2.0,19.0,59.0,1,2024-08-19 17:10:11.962373,1
00513B9D7E80,2.3,19.0,59.0,1,2024-08-19 17:10:12.957940,1
00513B9D7E80,2.0,19.0,59.0,1,2024-08-19 17:10:13.959279,1
00513B9D7E80,1.7,19.0,59.0,1,2024-08-19 17:10:14.969822,1
00513B9D7E80,0.9,19.0,59.0,1,2024-08-19 17:10:15.951180,1
00513B9D7E80,0.9,19.0,59.0,1,2024-08-19 17:10:17.064766,1
