id,targetDistance,breathingRate,heartRate,physiologicalState,timestamp,target
00513B9D7E80,1.5,12.0,62.0,2,2024-08-20 15:15:09.818210,1
00513B9D7E80,1.9,12.0,62.0,2,2024-08-20 15:15:10.814057,1
00513B9D7E80,2.0,17.0,67.0,2,2024-08-20 15:15:11.814737,1
00513B9D7E80,1.8,22.0,72.0,2,2024-08-20 15:15:12.810527,1
00513B9D7E80,1.7,27.0,77.0,2,2024-08-20 15:15:13.806271,1
00513B9D7E80,1.7,32.0,82.0,2,2024-08-20 15:15:14.807061,1
00513B9D7E80,0.9,32.0,84.0,2,2024-08-20 15:15:15.802853,1
00513B9D7E80,1.7,32.0,84.0,2,2024-08-20 15:15:16.850070,1
00513B9D7E80,1.5,32.0,84.0,2,2024-08-20 15:15:17.877822,1
00513B9D7E80,1.5,32.0,84.0,2,2024-08-20 15:15:18.794200,1
00513B9D7E80,1.5,32.0,84.0,2,2024-08-20 15:15:19.826617,1
